Wavelength	I1	I1dark	R1	R1dark	XCorrect	I1c	R1c	Ic1/R1c
nm	uA	uA	uA	uA				
	Abs Detector Raw	Dark Offset for Abs Detector	Ref Detector Raw	Dark Offset for Ref Detector	Linear interp 	Dark subtracted Abs Detector	Corrected Ref Detector	Corrected Intensity
396	2.71409761122531		2.17943661726796		1.12384247779846	2.7101994990926	2.44582658661014	1.10809143785164
394	2.70992947403494		2.16488264515815		1.14494717121124	2.70603136190223	2.47509335571645	1.0933047659202
392	2.69351455954975		2.14016540160457		1.16786849498749	2.68961644741704	2.49577711360205	1.0776669249664
390	2.68535562159407		2.12086235968951		1.1927295923233	2.68145750946136	2.52588286634952	1.06159218433461
388	2.6818786855728		2.10527866834553		1.21966743469238	2.6779805734401	2.56392310433662	1.0444855264616
386	2.69501592673125		2.10215673476426		1.24875926971436	2.69111781459854	2.62117994290219	1.02668182773401
384	2.71415622206492		2.10269371962539		1.2800178527832	2.71025810993221	2.68747991595262	1.00847567040199
382	2.73900090214143		2.10811746472091		1.31333994865417	2.73510279000872	2.76456502330499	0.989342904562597
380	2.75721986935379		2.10882916149541		1.34853053092957	2.75332175722108	2.83960052666719	0.969615877784269
378	2.7565028551965		2.09484058733256		1.38519763946533	2.75260474306379	2.89743351142825	0.950014808694239
376	2.74288043093452		2.07168585353836		1.42268002033234	2.73898231880181	2.94289405270904	0.930710474024874
374	2.7311197620362		2.04972386388002		1.45984888076782	2.72722164990349	2.98771875582449	0.912810700333436
372	2.71729694470862		2.02661963789812		1.49508368968964	2.71339883257591	3.02528737212764	0.896906144379806
370	2.71881158337445		2.01599251879996		1.52644109725952	2.71491347124174	3.0725171114362	0.883612156670039
368	2.72712209359515		2.01102815114402		1.55208051204681	2.72322398146244	3.1164206476342	0.873830682494593
366	2.74372331179053		2.01245496998597		1.57069170475006	2.73982519965782	3.15603113224832	0.868123628966233
364	2.77171556021383		2.02292090256134		1.58188915252686	2.76781744808113	3.1950863965046	0.866273115840967
362	2.81431575291471		2.04398138831703		1.58622550964355	2.810417640782	3.23725161386367	0.868149274757101
360	2.88183861641443		2.08364085593199		1.58506572246552	2.87794050428172	3.29774752248904	0.872698860254026
358	2.95079954387325		2.12438542364028		1.58021354675293	2.94690143174054	3.35203763278869	0.879137335128574
356	3.02738503428988		2.17099911730168		1.57342779636383	3.02348692215718	3.41098659964883	0.886396599291375
354	3.11017578591219		2.22153214688491		1.56602263450623	3.10627767377949	3.47406904102323	0.894132395499136
352	3.19446359319258		2.27360133857139		1.5587215423584	3.19056548105988	3.53903364833025	0.901535785782995
350	3.26032300455052		2.31366191458319		1.55171358585358	3.25642489241781	3.58528481922585	0.908275090156141
348	3.32290619521842		2.35069693396645		1.54492115974426	3.31900808308571	3.62680688239349	0.915132288735303
346	3.38016365104431		2.38476164818581		1.53825569152832	3.37626553891161	3.66355948559893	0.921580651872409
344	3.42731537937153		2.4120891846977		1.53176784515381	3.42341726723882	3.68996726264237	0.927763588012792
342	3.47472445388912		2.43959130616984		1.52565002441406	3.47082634175641	3.71718829030979	0.933723575640329
340	3.50905336976758		2.45895971917839		1.52019774913788	3.50515525763487	3.73334784671539	0.938877222683313
338	3.52376925349784		2.4654736815547		1.51563549041748	3.51987114136513	3.73201650561684	0.943155298500844
336	3.53928861378739		2.47398735583709		1.51205241680145	3.53539050165468	3.73606686627211	0.946286730992675
334	3.53806352834306		2.47199261463412		1.509321808815	3.53416541621036	3.72630921518257	0.948435895177635
332	3.5284889116821		2.46585183096725		1.50713872909546	3.5245907995494	3.71166447690007	0.949598440668614
330	3.51904834775498		2.46075274407357		1.50508224964142	3.51515023562227	3.69892539348	0.950316608661082
328	3.50698321596726		2.4550159911668		1.50281250476837	3.50308510383455	3.68472595130586	0.9507043807676
326	3.49127531319799		2.44669555174692		1.50003707408905	3.48737720106528	3.665439942211	0.951421181644484
324	3.48702718333215		2.44625007323308		1.49670660495758	3.48312907119944	3.65663496966788	0.952550391300285
322	3.46557761310536		2.43398141605554		1.49285399913788	3.46167950097265	3.62890727450009	0.953917870896694
320	3.44150154142422		2.41980036874892		1.48856663703918	3.43760342929151	3.59737589745246	0.955586384988543
318	3.43128596773457		2.415205337029		1.48398268222809	3.42738785560186	3.57947903907017	0.957510246097762
316	3.42046126074657		2.41052430189146		1.47929048538208	3.41656314861386	3.56123649284503	0.95937553023456
314	3.40692840679674		2.40434031754117		1.47470772266388	3.40303029466403	3.54108440339094	0.961013606850289
312	3.37717099968908		2.3877453273731		1.4705822467804	3.37327288755638	3.50677396739838	0.961930514745708
310	3.3223872547908		2.35403072057423		1.46730136871338	3.31848914265809	3.44948084433641	0.962025676445372
308	3.2725956290132		2.32519855027928		1.46517074108124	3.26869751688049	3.40222789653161	0.960752076665043
306	3.19882256778454		2.28051654850469		1.46460235118866	3.19492445565183	3.33546669099577	0.95786429655456
304	3.12799790009879		2.23854912923879		1.46600341796875	3.12409978796609	3.27713308250139	0.953302691504216
302	3.0286095679764		2.17784097274309		1.46987640857697	3.02471145584369	3.19655735539089	0.946240320306663
300	2.92086148735225		2.1116345911717		1.47676849365234	2.91696337521954	3.11377415474	0.936793495693688
298	2.79903994242887		2.03599439127863		1.48699593544006	2.79514183029616	3.02286209987404	0.924667331140456
296	2.66597087069496		1.95305890088737		1.50046861171722	2.66207275856225	2.92580813277942	0.909858964686579
294	2.53332209681094		1.87168059310707		1.51656138896942	2.52942398467823	2.83377271571999	0.892599456070198
292	2.39380091328641		1.78629446795998		1.53407180309296	2.3899028011537	2.73550337537829	0.873661068257027
290	2.24202483967412		1.69374165094699		1.55143797397614	2.23812672754141	2.62288017115678	0.85330879853132
288	2.09201501605478		1.60590736174717		1.5670200586319	2.08811690392207	2.51158534262249	0.831393967979503
286	1.95507231396526		1.5278175158678		1.57947659492493	1.95117420183255	2.40820932161469	0.810217859519079
284	1.82963772462272		1.46041535549259		1.58776938915253	1.82573961249001	2.31383416008661	0.789053789586057
282	1.71515320847862		1.40176797413514		1.59137940406799	1.71125509634591	2.22576474961992	0.768839158153678
280	1.60396610198931		1.34564873241602		1.58992433547974	1.6000679898566	2.13450428634852	0.749620415423865
278	1.49879852916735		1.29427573121749		1.58293581008911	1.49490041703464	2.04380189207109	0.731431173850114
276	1.39446434989675		1.24576625509296		1.57034659385681	1.39056623776404	1.95137068009737	0.71260998842857
274	1.30424380338225		1.20694247137359		1.55212950706482	1.30034569124954	1.86847391489368	0.695939975872519
272	1.22650311765773		1.17504634723346		1.52859377861023	1.22260500552502	1.79138507850543	0.682491453230733
270	1.15549257350788		1.14861983854999		1.50029420852661	1.15159446137517	1.71857279250151	0.670087683454445
268	1.08609720269142		1.125289100423		1.46789693832397	1.08219909055871	1.64721490755751	0.656987188249403
266	1.02199505634111		1.10033300585719		1.4328498840332	1.01809694420841	1.57212817556822	0.647591564116857
264	0.956354760277716		1.07138121337034		1.39660704135895	0.952456648145007	1.49192811771436	0.63840652698749
262	0.886131572997279		1.03444975782943		1.36122608184814	0.88223346086457	1.40386028016709	0.628433949822676
260	0.815224760536468		0.990227080393834		1.32817053794861	0.811326648403759	1.31103416484553	0.618844779303941
258	0.738247627665342		0.93418816307625		1.29872870445251	0.734349515532634	1.20919284642149	0.607305540804252
256	0.662006739908462		0.873583946399468		1.27363526821136	0.658108627775754	1.10864171291738	0.593617054191428
254	0.590512985006149		0.810516139034287		1.25334393978119	0.58661487287344	1.01193337803148	0.579697127902417
252	0.521765676320889		0.745320305859738		1.23830378055573	0.51786756418818	0.919057905004112	0.563476535448398
250	0.46053853179015		0.68324545778014		1.22890412807465	0.456640419657441	0.8357975305978	0.546352917949915
248	0.404597951569342		0.622801678114435		1.22555267810822	0.400699839436633	0.759441119342808	0.527624629784839
246	0.355664557294655		0.566693109613048		1.22850966453552	0.351766445161946	0.692343563431074	0.508080761838362
244	0.309149368881888		0.510853888034412		1.23797678947449	0.305251256749179	0.628551231991832	0.485642603518349
242	0.266244011692489		0.455510373851257		1.25420773029327	0.26234589955978	0.567379816115031	0.462381445565191
240	0.226047684338457		0.401268632429813		1.27778804302216	0.222149572205748	0.508737654241572	0.436668232346453
238	0.187397060713601		0.346094658346078		1.31094789505005	0.183498948580892	0.449609689776951	0.408129434825848
236	0.153235884397465		0.294486138349659		1.35220301151276	0.149337772264756	0.39397356863818	0.379055307646555
234	0.120418762183625		0.242765172064626		1.41191387176514	0.116520650050916	0.338345185206932	0.344383946175124
232	0.0927740932572227		0.197040617041034		1.48586916923523	0.0888759811245139	0.288126819423126	0.308461327211598
230	0.0699173567839175		0.157279045086876		1.59472990036011	0.0660192446512087	0.245827177427781	0.268559584591105
228	0.05222280256385		0.125056252094294		1.71404886245728	0.0483246904311411	0.208988721085733	0.231231093142663
226	0.0381609419060796		0.0987127310813935		1.83336782455444	0.0342628297733708	0.175239552391545	0.1955199571431
224	0.0282381780068252		0.0790666294753251		1.95268678665161	0.0243400658741164	0.148281782907253	0.164147378031869
222	0.0213330593973318		0.0649229560546676		2.07200574874878	0.0174349472646229	0.128036771349427	0.13617140670504
220	0.0160277827862216		0.0536846365881601		2.19132471084595	0.0121296706535128	0.110783116839495	0.109490245441339
218	0.0124283995703947		0.0458657209471007		2.31064367294312	0.00853028743768589	0.0987485969151523	0.0863838849782885
216	0.00992463334886241		0.0400742701073577		2.42996263504028	0.00602652121615358	0.0897748509038347	0.0671292812572765
214	0.00816299909190924		0.0359798112385255		2.54928159713745	0.00426488695920042	0.0837451554879802	0.0509269692598821
212	0.007016230126002		0.0330406620040539		2.66860055923462	0.00311811799329318	0.0798214268433125	0.0390636714552092
210	0.00618167307290973		0.0310354461383481		2.78791952133179	0.0022835609402009	0.0778000367968383	0.0293516691536283
208	0.00544595027654838		0.0294541932264231		2.90723848342896	0.00154783814383956	0.0765326876133902	0.02022453662752
206	0.00515968280637878		0.0281125389692413		3.02655744552612	0.00126157067366995	0.0756131506098655	0.0166845404998287
204	0.00471683268569653		0.0268540176844447		3.14587640762329	8.18720552987709E-4	0.0746349700759422	0.0109696641152887
202	0.00454743033499404		0.0255840516593984		3.26519536972046	6.49318202285214E-4	0.0733190893221899	0.00885605929216989
200	0.00426628021442862		0.0241740412890559		3.38451433181763	3.68168081719791E-4	0.0712261644186784	0.00516900053126042
